CD4,CD8b,CD3,CD8,cluster_label
225,145,50,105,3
273,185,80,57,3
350,266,163,214,3
285,20,288,149,0
436,529,424,784,1
295,174,42,233,3
377,4,143,164,0
255,466,305,759,1
400,514,386,765,1
303,234,112,296,3
539,163,449,246,0
403,294,249,276,3
250,160,113,223,3
260,106,155,138,3
516,392,446,434,10
310,253,173,267,3
408,320,242,286,3
295,470,375,678,1
219,173,176,172,3
256,221,181,232,3
335,272,156,285,3
291,226,204,207,3
182,160,159,261,3
258,202,167,124,3
273,456,285,662,1
204,140,58,142,3
98,355,242,591,6
446,323,300,288,3
186,378,256,615,6
190,339,301,606,6
253,198,135,150,3
266,120,283,187,0
125,145,39,440,5
390,255,203,217,3
468,490,375,670,1
277,200,159,212,3
323,197,240,233,3
388,279,248,225,3
219,225,265,673,9
138,53,3,138,2
232,174,188,351,3
239,189,130,37,3
270,196,159,117,3
174,43,132,203,2
196,114,55,120,3
316,261,189,280,3
241,210,140,76,3
264,263,133,251,3
89,66,71,141,2
208,211,170,206,3
304,287,231,247,3
185,161,150,82,3
203,190,183,209,3
295,187,82,168,3
268,156,189,190,3
134,105,50,588,5
238,337,282,656,1
390,428,356,722,1
64,44,46,481,5
487,290,421,295,10
304,279,255,249,3
227,215,185,189,3
111,28,115,165,2
118,102,39,253,2
267,231,60,263,3
245,47,224,205,0
231,116,36,192,3
415,94,279,125,0
344,281,277,99,9
227,183,205,202,3
389,360,242,331,3
128,172,89,539,5
170,149,146,169,3
263,182,122,136,3
133,164,67,383,5
379,268,168,253,3
144,462,297,697,6
276,263,222,250,3
161,109,87,279,2
372,310,282,298,3
284,330,416,571,9
207,139,124,141,3
208,189,180,81,3
245,144,22,175,3
342,463,325,737,1
127,49,46,169,2
360,126,382,216,0
293,195,199,248,3
287,449,349,717,1
145,19,63,483,5
232,185,58,305,3
212,182,77,227,3
380,332,292,321,3
289,187,63,147,3
266,215,186,96,3
324,168,127,239,3
288,203,82,158,3
375,322,283,329,3
302,160,157,177,3
170,302,227,647,6
140,150,493,188,8
432,465,392,644,1
454,329,282,312,3
245,178,132,210,3
227,216,157,225,3
279,231,142,214,3
291,10,114,102,0
272,202,193,167,3
406,316,266,350,3
254,221,137,254,3
166,88,27,506,5
187,179,112,622,5
190,94,94,417,5
239,173,172,181,3
292,216,221,224,3
298,118,264,69,0
182,143,130,184,3
361,43,322,97,0
273,249,184,131,3
399,509,399,806,1
561,284,574,324,10
227,90,81,106,3
165,170,177,101,3
260,137,188,199,3
464,440,405,640,1
394,108,363,68,0
89,160,470,83,8
325,222,134,251,3
371,322,255,336,3
300,196,152,132,3
350,39,298,127,0
275,508,339,754,1
253,130,107,76,3
188,70,129,79,0
349,451,333,654,1
280,247,170,209,3
272,268,216,257,3
90,178,101,573,5
256,219,180,127,3
256,175,94,309,3
274,187,169,219,3
188,211,142,278,3
266,175,173,119,3
186,98,37,92,2
310,288,230,279,3
257,163,151,204,3
208,188,138,162,3
251,160,175,133,3
165,96,478,559,8
220,208,169,138,3
280,460,291,697,1
243,107,109,214,3
242,87,62,184,3
344,301,221,280,3
230,151,522,133,8
374,324,269,311,3
286,100,143,143,3
363,261,256,257,3
262,201,123,118,3
228,184,70,199,3
406,356,279,363,3
128,61,48,183,2
224,190,134,174,3
276,136,157,198,3
124,120,86,198,2
149,57,111,150,2
103,97,117,58,2
82,417,328,677,6
386,328,294,342,3
260,122,42,206,3
355,169,65,233,3
230,197,135,7,3
311,237,136,258,3
367,80,171,163,0
301,251,250,350,3
355,265,260,321,3
263,174,95,177,3
286,201,176,282,3
108,452,271,725,6
352,78,324,167,0
320,123,194,216,0
395,411,322,673,1
257,166,113,249,3
302,205,194,144,3
320,338,302,725,9
248,211,91,213,3
277,231,199,189,3
296,173,51,233,3
243,243,201,352,3
176,39,340,156,8
288,113,53,88,3
238,140,105,221,3
147,35,92,148,2
381,298,244,296,3
248,206,206,185,3
434,331,285,301,3
196,142,152,125,3
292,207,148,354,3
134,184,54,193,2
323,257,229,245,3
351,281,158,387,9
459,386,374,445,10
265,155,137,165,3
367,78,237,70,0
90,44,213,585,8
213,164,150,225,3
174,128,45,538,5
244,176,232,268,3
256,169,125,66,3
325,148,272,131,0
298,209,193,220,3
538,436,440,335,10
325,226,166,262,3
249,159,206,181,3
145,87,9,368,5
169,73,122,612,5
291,153,148,210,3
251,193,78,130,3
252,201,151,251,3
437,436,384,655,1
228,146,164,139,3
354,301,183,226,3
299,238,163,249,3
144,66,385,192,8
132,369,226,710,6
551,511,489,758,1
428,37,379,137,0
222,142,198,15,3
379,157,356,224,0
363,232,203,269,3
315,268,205,228,3
280,181,171,192,3
159,5,365,69,8
467,219,521,277,10
68,9,104,207,2
264,219,94,227,3
146,247,188,679,6
120,164,23,610,5
366,318,243,330,3
224,203,178,160,3
240,122,155,179,3
145,341,209,620,6
262,135,125,266,3
307,156,204,137,3
217,183,149,204,3
325,219,220,309,3
248,144,50,208,3
276,115,237,262,0
293,272,188,243,3
386,312,264,276,3
369,66,352,194,0
82,75,405,637,8
160,388,213,653,6
127,98,128,160,2
221,169,147,276,3
215,169,126,126,3
301,223,109,273,3
292,223,35,194,3
304,171,186,226,3
363,469,354,723,1
306,119,159,213,3
209,183,143,134,3
235,216,166,281,3
301,261,223,284,3
249,236,147,284,3
275,147,158,212,3
140,126,41,472,5
287,194,106,168,3
179,122,61,274,2
496,104,493,99,0
415,465,371,697,1
332,449,319,661,1
263,235,158,255,3
412,214,274,219,10
367,256,206,144,3
210,56,67,570,5
71,6,409,503,8
392,98,361,124,0
478,402,406,385,10
147,455,328,640,6
281,149,141,189,3
167,5,35,555,5
315,171,196,175,3
280,183,194,104,3
442,370,308,650,1
306,147,127,236,3
511,238,398,166,10
121,81,43,252,2
285,119,180,193,3
257,171,109,138,3
269,181,85,208,3
122,48,99,609,5
248,186,136,375,3
334,177,240,361,9
309,210,122,221,3
340,10,128,43,0
301,181,138,228,3
249,214,176,129,3
106,78,39,203,2
337,274,253,292,3
287,208,162,58,3
235,178,159,159,3
252,178,122,198,3
415,290,255,360,3
275,150,150,191,3
264,192,153,199,3
245,178,128,145,3
237,165,107,189,3
288,298,200,477,9
156,218,11,431,5
293,97,162,189,3
67,104,493,223,8
338,24,211,156,0
273,200,187,230,3
151,218,165,173,3
314,180,97,131,3
384,9,269,183,0
332,225,128,229,3
340,165,306,445,9
178,196,82,101,3
111,125,60,60,2
281,66,136,189,3
334,213,282,252,10
402,84,378,136,0
312,190,145,237,3
338,39,342,135,0
207,144,50,131,3
338,415,204,662,1
305,238,112,230,3
293,271,202,319,3
130,321,190,624,6
217,95,130,168,3
281,207,136,188,3
479,261,456,293,10
119,95,61,527,5
295,215,176,240,3
255,194,44,257,3
209,181,87,109,3
275,27,182,173,0
272,199,108,197,3
277,197,100,236,3
272,248,172,256,3
151,398,201,671,6
221,173,67,199,3
412,183,328,227,10
271,244,219,278,3
114,139,123,390,5
220,171,131,79,3
219,199,100,130,3
417,234,418,186,10
127,130,12,374,5
86,77,133,312,2
346,249,190,288,3
555,494,509,644,1
259,156,119,29,3
186,105,81,539,5
344,115,273,215,0
327,223,162,243,3
404,326,259,397,3
238,172,130,86,3
138,24,50,475,5
237,183,77,220,3
201,169,79,146,3
239,158,130,239,3
107,200,225,697,8
413,310,270,342,3
511,333,425,323,10
331,214,91,130,3
366,282,205,317,3
256,158,67,158,3
169,166,144,150,3
317,417,295,667,1
127,103,106,440,5
451,489,412,654,1
250,132,85,102,3
304,243,161,239,3
302,292,162,309,3
427,62,283,214,0
209,181,129,259,3
235,183,133,189,3
452,260,325,293,10
310,215,56,242,3
213,197,96,161,3
371,173,250,112,0
217,76,130,175,3
354,267,201,281,3
342,135,244,160,0
162,81,454,352,8
346,115,300,187,0
257,192,116,163,3
315,200,158,168,3
311,289,242,321,3
377,155,284,201,0
252,169,175,173,3
507,421,390,371,10
269,209,170,28,3
349,283,155,277,3
238,162,126,118,3
67,60,385,508,8
484,348,425,757,9
107,75,26,341,5
240,25,177,143,0
270,165,187,206,3
119,154,16,629,5
324,253,179,239,3
298,214,207,233,3
379,493,413,789,1
42,311,188,671,6
283,248,158,322,3
465,218,287,227,10
237,182,124,186,3
120,227,209,572,6
289,195,114,179,3
271,241,199,263,3
305,184,80,152,3
224,200,75,169,3
217,145,114,153,3
398,201,385,213,10
87,336,263,607,6
462,108,433,119,0
382,84,210,135,0
311,273,166,174,3
302,270,232,290,3
148,3,49,50,2
262,217,165,195,3
367,299,261,317,3
413,334,271,340,3
163,85,401,64,8
304,266,189,337,3
323,171,136,178,3
141,287,89,153,9
358,303,248,314,3
277,182,182,123,3
239,218,59,136,3
420,349,314,318,3
267,134,69,226,3
332,272,195,266,3
239,251,236,250,3
188,168,144,162,3
100,157,120,468,5
353,319,267,289,3
237,53,95,231,3
366,280,210,278,3
393,351,264,377,3
373,224,119,216,3
291,248,237,246,3
298,166,106,258,3
284,185,219,147,3
373,209,142,270,3
280,229,105,238,3
305,314,242,338,3
230,168,121,156,3
346,165,257,328,9
418,338,320,340,3
169,132,162,190,3
214,66,90,162,3
116,70,65,84,2
289,244,230,206,3
419,67,398,87,0
185,149,34,132,3
245,228,130,254,3
404,5,339,120,0
123,95,79,459,5
436,559,443,776,1
300,194,109,210,3
163,157,21,232,2
270,242,212,217,3
243,159,143,163,3
297,219,158,289,3
271,228,161,215,3
92,124,37,239,2
456,362,314,348,3
226,186,143,218,3
221,167,160,176,3
327,204,177,277,3
246,228,115,213,3
64,25,86,309,2
211,164,182,143,3
301,102,106,228,3
94,100,98,62,2
282,203,157,218,3
217,79,50,596,5
285,180,59,167,3
268,143,152,159,3
352,275,196,339,3
269,200,105,220,3
236,229,191,206,3
280,109,112,265,3
309,210,245,238,3
276,205,186,167,3
104,417,227,722,6
241,170,173,180,3
208,132,302,17,0
227,239,190,182,3
386,255,223,339,3
303,237,240,218,3
268,248,215,163,3
388,362,278,606,1
301,444,296,684,1
230,124,27,202,3
250,240,194,310,3
243,191,74,200,3
390,306,235,293,3
427,381,363,431,3
227,117,107,258,3
317,256,111,297,3
363,269,168,214,3
264,127,96,165,3
370,451,357,723,1
268,248,89,160,3
532,408,445,529,9
421,255,315,254,10
217,130,105,177,3
244,184,95,141,3
243,250,139,217,3
205,191,141,121,3
132,101,9,134,2
172,92,47,160,2
200,168,167,201,3
169,419,283,644,6
355,319,362,458,9
322,256,218,208,3
91,72,127,299,2
306,189,174,208,3
141,137,51,226,2
238,188,134,124,3
374,329,256,377,3
416,475,422,751,1
312,197,162,122,3
201,155,178,106,3
426,463,321,713,1
326,288,219,293,3
432,355,299,388,3
247,175,143,155,3
258,170,100,184,3
243,193,109,194,3
329,276,235,314,3
399,286,253,296,3
455,21,327,140,0
280,119,113,245,3
284,178,171,176,3
258,169,116,134,3
289,204,153,274,3
297,262,201,257,3
504,65,361,316,0
210,120,96,86,3
228,143,104,146,3
247,197,112,129,3
407,443,364,766,1
320,218,120,308,3
181,62,18,488,5
247,156,101,155,3
285,273,404,385,9
202,280,145,365,9
294,239,158,211,3
325,302,212,238,3
340,236,306,339,9
338,491,385,768,1
399,491,394,809,1
344,279,229,311,3
316,180,175,199,3
340,381,294,681,1
470,540,423,826,1
239,198,152,300,3
159,104,131,76,2
360,268,221,331,3
283,211,121,219,3
346,290,213,275,3
390,260,270,333,10
266,257,219,634,9
163,124,5,188,2
393,342,519,294,9
203,162,16,255,3
303,251,206,247,3
252,92,133,158,3
404,353,288,338,3
44,345,148,599,6
488,398,314,434,3
175,77,127,20,2
268,184,148,250,3
299,146,194,109,3
334,278,252,288,3
290,169,106,159,3
123,66,65,616,5
211,178,82,135,3
158,383,259,596,6
238,187,139,212,3
78,86,41,396,5
273,165,191,175,3
256,224,283,406,9
257,203,68,222,3
454,354,279,392,3
544,419,518,367,10
327,277,235,248,3
289,194,152,256,3
368,181,125,195,3
352,270,218,256,3
257,198,124,237,3
448,272,321,300,10
166,116,30,120,2
133,406,235,699,6
93,29,1,542,5
261,179,190,72,3
194,131,168,138,3
258,251,141,266,3
268,193,32,268,3
235,214,171,213,3
311,280,195,282,3
268,135,129,39,3
458,409,383,393,10
203,96,398,46,8
343,172,220,97,0
259,132,185,197,3
273,237,34,212,3
197,11,68,344,2
331,237,152,270,3
290,251,158,245,3
223,197,144,57,3
378,280,215,235,3
210,164,122,43,3
57,203,200,529,6
174,171,110,219,3
152,129,93,522,5
234,151,35,113,3
400,361,324,422,3
238,199,102,169,3
322,280,222,289,3
261,209,188,187,3
236,250,89,172,3
118,277,214,602,6
473,499,538,642,9
237,154,52,150,3
455,541,418,821,1
203,212,176,206,3
458,61,405,178,0
267,217,165,280,3
250,228,129,212,3
456,420,456,437,10
274,177,174,168,3
342,319,263,253,3
433,525,399,721,1
270,230,119,149,3
431,365,286,377,3
306,213,142,152,3
217,184,57,223,3
254,167,126,74,3
291,176,121,103,3
90,146,74,203,2
196,132,90,164,3
102,23,4,240,2
367,278,235,258,3
384,540,404,769,1
285,109,338,62,0
524,322,371,298,10
186,494,121,286,9
242,168,98,129,3
469,396,325,664,1
131,49,397,220,8
306,274,186,275,3
272,189,108,183,3
268,232,157,287,3
396,328,270,371,3
252,142,111,105,3
276,181,103,252,3
333,85,256,14,0
206,132,118,193,3
178,11,279,194,8
133,142,103,137,2
349,269,225,266,3
268,48,336,138,0
369,316,260,303,3
273,125,242,135,0
310,191,172,209,3
248,124,86,200,3
78,249,161,591,6
116,137,167,444,5
236,223,148,633,9
134,172,127,564,5
238,180,143,120,3
233,184,62,161,3
290,411,284,728,1
207,167,41,252,3
257,170,135,127,3
407,38,355,225,0
145,85,9,453,5
143,551,523,677,6
313,81,114,219,3
323,192,157,146,3
297,193,103,221,3
198,201,245,420,9
169,21,73,587,5
234,200,162,12,3
288,162,307,109,0
165,150,94,167,3
252,188,123,197,3
75,3,63,459,5
321,201,124,123,3
122,47,410,127,8
361,118,228,165,0
376,324,345,349,10
238,144,145,158,3
271,276,228,336,3
289,180,169,239,3
529,273,434,260,10
162,45,107,154,2
265,274,207,305,3
71,47,98,286,2
185,171,181,272,3
98,16,47,286,2
268,186,167,255,3
227,191,128,198,3
480,350,301,386,3
298,533,372,746,1
410,93,336,85,0
296,268,261,404,9
259,196,72,135,3
265,219,184,296,3
309,246,159,225,3
395,351,301,359,3
260,222,194,220,3
290,160,277,158,0
456,370,371,382,10
294,181,147,283,3
305,197,163,241,3
135,170,85,462,5
168,72,556,450,8
411,312,239,270,3
185,163,35,19,3
354,64,284,206,0
92,115,44,414,5
284,229,236,246,3
287,266,419,219,9
302,291,235,673,9
338,125,228,191,0
319,45,279,158,0
298,253,192,341,3
390,318,267,331,3
116,58,88,550,5
354,81,236,166,0
275,446,299,671,1
282,190,195,192,3
422,362,277,455,3
388,12,323,206,0
298,176,223,149,3
244,191,58,140,3
386,107,359,213,0
462,338,308,351,3
224,178,112,205,3
399,345,227,467,9
418,286,387,293,10
155,94,132,124,2
234,177,145,96,3
230,226,91,243,3
194,207,186,600,6
216,163,85,140,3
435,182,331,97,10
174,103,55,23,3
264,215,134,222,3
211,171,89,125,3
142,476,365,749,6
268,220,67,173,3
344,107,320,9,0
300,229,177,280,3
228,181,156,315,3
451,53,383,128,0
194,214,179,159,3
302,261,139,188,3
77,48,91,555,5
264,93,154,189,3
226,167,56,120,3
260,158,229,148,3
274,141,162,190,3
335,294,211,329,3
445,337,296,370,3
375,283,225,253,3
226,189,164,41,3
339,198,157,237,3
146,90,74,408,5
207,182,141,157,3
249,209,163,225,3
409,231,466,179,10
319,281,237,331,3
158,158,51,473,5
241,238,161,216,3
224,233,203,176,3
391,84,297,164,0
257,21,241,210,0
125,18,27,138,2
346,340,344,217,9
241,207,166,237,3
129,127,42,182,2
274,241,77,235,3
247,145,89,177,3
280,200,176,271,3
300,223,145,266,3
260,154,94,256,3
99,120,19,328,5
453,415,446,666,1
366,326,264,316,3
219,131,67,64,3
117,87,120,455,5
238,211,147,86,3
56,22,47,202,2
131,84,442,60,8
298,212,93,133,3
128,100,22,204,2
309,140,67,179,3
280,219,145,251,3
274,159,167,15,3
127,46,9,565,5
216,2,160,258,0
343,281,241,333,3
402,84,456,35,0
251,220,162,109,3
261,219,174,220,3
384,259,151,323,3
105,13,6,506,5
79,102,77,145,2
161,159,107,242,3
289,191,141,120,3
257,208,210,220,3
151,60,306,462,8
190,69,151,255,2
146,140,131,185,2
226,145,184,30,3
231,187,206,152,3
251,172,94,205,3
323,223,130,216,3
384,273,221,286,3
259,167,49,234,3
294,199,158,187,3
387,109,457,174,0
297,212,188,259,3
371,464,384,775,1
416,320,261,542,9
323,262,137,246,3
188,176,379,648,8
189,167,88,121,3
259,236,138,239,3
357,304,190,305,3
235,169,210,188,3
174,66,93,381,5
559,372,460,352,10
347,261,245,253,3
333,221,253,309,3
351,124,282,196,0
234,85,136,30,3
232,254,132,239,3
216,494,346,419,9
319,439,367,705,1
106,88,105,233,2
281,124,123,240,3
261,185,132,438,9
289,180,115,358,3
202,117,51,501,5
163,107,149,174,2
452,285,267,300,10
303,269,243,258,3
184,442,283,712,6
261,179,53,150,3
243,196,147,190,3
228,129,104,158,3
253,385,274,640,1
101,101,352,676,8
87,102,282,418,8
208,162,41,130,3
273,227,137,208,3
183,163,74,121,3
351,378,315,583,1
227,146,91,32,3
423,388,320,397,3
300,255,178,228,3
488,88,602,29,0
359,314,235,365,3
178,85,400,373,8
317,189,164,197,3
454,513,370,739,1
129,416,334,709,6
350,278,188,186,3
256,216,110,192,3
152,88,90,481,5
222,193,28,262,3
156,115,105,94,2
123,92,87,590,5
95,49,356,121,8
219,101,3,193,3
409,356,317,395,3
301,222,162,237,3
225,177,115,217,3
297,202,115,173,3
313,265,196,97,3
380,261,221,297,3
223,161,140,29,3
244,243,191,142,3
133,101,3,160,2
394,323,333,320,3
288,136,65,78,3
306,214,241,401,9
267,203,125,155,3
283,206,130,162,3
290,162,125,256,3
210,160,99,187,3
368,282,235,285,3
234,136,148,131,3
253,177,94,227,3
104,70,80,107,2
242,170,166,231,3
273,195,34,39,3
223,167,125,248,3
247,152,157,156,3
270,221,117,274,3
190,220,138,251,3
132,110,442,563,8
261,207,61,262,3
269,218,162,284,3
223,175,145,185,3
358,318,250,358,3
323,45,139,146,0
151,22,473,194,8
187,43,39,566,5
355,258,183,242,3
278,181,137,188,3
273,430,349,714,1
122,110,95,134,2
303,265,231,306,3
288,213,89,45,3
214,168,125,82,3
142,307,315,672,6
240,179,99,181,3
247,175,153,80,3
188,144,92,207,3
271,172,165,239,3
289,133,359,216,0
312,156,134,217,3
252,83,294,83,0
278,251,98,125,3
242,141,118,220,3
365,55,320,147,0
122,72,446,339,8
294,176,151,279,3
328,217,173,195,3
317,196,77,172,3
410,11,326,189,0
269,155,96,90,3
260,127,103,131,3
267,198,175,179,3
347,44,357,182,0
213,193,153,240,3
316,240,213,271,3
233,220,171,169,3
460,415,450,799,9
354,496,454,744,1
317,159,196,153,3
177,140,67,194,3
292,387,265,682,1
276,190,166,75,3
137,63,81,366,5
376,266,229,245,3
225,450,499,655,6
258,195,166,195,3
109,75,36,157,2
269,183,131,207,3
192,212,218,289,3
501,212,470,231,10
276,143,20,182,3
325,268,249,222,3
233,129,271,158,0
177,188,31,175,3
272,203,177,196,3
204,186,118,110,3
276,87,231,150,0
259,219,150,63,3
206,182,169,228,3
210,489,337,704,1
268,222,130,234,3
201,162,159,168,3
257,100,103,87,3
329,234,315,345,9
318,404,316,700,1
280,165,193,185,3
248,145,128,213,3
388,349,301,371,3
295,184,112,134,3
333,214,201,56,3
133,46,71,257,2
300,429,288,699,1
205,158,19,54,3
232,151,125,70,3
129,112,89,630,5
308,244,154,123,3
276,204,168,204,3
245,169,41,38,3
244,172,107,255,3
262,260,162,287,3
168,207,226,676,6
478,315,211,273,3
326,116,241,203,0
346,296,270,289,3
126,136,151,296,2
346,306,274,318,3
180,337,219,610,6
305,201,192,132,3
547,536,501,780,1
147,182,180,399,9
302,155,142,195,3
222,110,146,185,3
133,23,346,193,8
292,218,139,110,3
122,354,279,632,6
368,105,242,142,0
134,268,423,565,6
246,125,9,86,3
403,258,344,221,10
322,277,103,284,3
273,189,134,69,3
302,295,194,317,3
294,148,109,49,3
81,90,159,162,2
285,202,213,235,3
458,99,381,53,0
265,192,158,228,3
257,62,294,78,0
413,475,390,771,1
494,235,423,153,10
295,263,118,284,3
240,189,178,146,3
254,131,134,181,3
252,176,154,77,3
127,94,4,509,5
245,183,155,216,3
299,269,207,293,3
201,119,133,189,3
401,28,287,176,0
116,113,20,203,2
322,108,169,204,0
411,296,260,328,3
337,79,198,161,0
110,108,12,227,2
378,253,346,218,10
437,100,373,168,0
325,267,237,268,3
141,73,5,435,5
284,176,179,233,3
149,152,63,646,5
415,345,234,327,3
263,212,151,195,3
80,80,67,500,5
392,311,210,264,3
311,275,202,252,3
238,141,53,76,3
290,229,165,295,3
285,112,131,150,3
427,103,265,268,0
403,287,340,319,10
294,203,105,174,3
207,112,112,275,2
439,586,452,769,1
264,196,148,272,3
307,200,201,258,3
131,142,45,257,2
132,116,26,110,2
322,266,234,355,3
206,126,131,49,3
166,94,63,91,2
291,207,165,114,3
204,212,116,203,3
248,225,67,207,3
188,106,87,126,3
284,217,171,320,3
227,171,135,171,3
280,189,206,135,3
370,287,238,326,3
148,204,77,413,5
401,65,308,129,0
242,179,163,164,3
228,162,99,114,3
240,83,113,185,3
209,215,191,276,3
503,360,428,357,10
339,216,201,257,3
286,203,206,403,9
222,205,87,143,3
341,347,228,354,3
563,374,426,414,10
303,199,147,336,3
333,258,240,233,3
104,427,272,683,6
248,177,101,219,3
238,153,133,236,3
275,143,113,215,3
197,141,176,23,3
401,56,296,90,0
270,189,205,183,3
110,104,339,11,8
446,375,367,422,10
293,267,254,203,3
237,144,142,219,3
257,203,133,233,3
388,281,323,356,10
162,83,19,517,5
100,150,163,500,5
180,352,209,708,6
428,24,367,16,0
153,140,58,157,2
306,163,62,73,3
315,262,384,673,9
393,326,249,308,3
359,495,422,767,1
153,68,67,254,2
354,33,217,197,0
75,58,384,211,8
269,126,152,206,3
278,132,33,202,3
320,132,179,190,3
215,234,205,290,3
105,60,38,307,2
111,130,102,137,2
233,217,206,71,3
272,252,174,271,3
388,105,186,228,0
144,121,76,633,5
310,267,172,316,3
215,219,22,199,3
121,89,62,283,2
227,154,38,198,3
234,178,77,5,3
482,29,475,227,0
235,186,155,98,3
142,39,38,442,5
283,213,74,112,3
53,74,270,244,8
264,236,41,223,3
382,281,221,292,3
267,242,211,133,3
108,520,429,734,6
475,432,387,446,3
438,304,277,331,3
205,191,118,103,3
291,207,2,232,3
349,249,214,215,3
241,201,185,221,3
263,186,144,286,3
346,74,291,175,0
381,269,225,266,3
407,323,277,396,3
103,88,101,158,2
446,153,335,145,0
283,146,97,155,3
106,148,95,145,2
217,147,142,222,3
173,100,65,412,5
443,382,359,691,1
276,204,98,257,3
332,292,198,312,3
378,354,313,728,1
228,223,136,144,3
256,192,184,168,3
210,106,116,266,2
207,218,59,193,3
311,171,121,239,3
263,208,158,120,3
272,162,132,332,3
383,278,226,217,3
284,200,297,539,9
436,338,353,412,10
278,55,248,106,0
148,95,120,228,2
228,226,176,227,3
308,242,182,262,3
119,103,366,84,8
280,187,184,273,3
245,180,92,235,3
395,310,252,366,3
276,152,146,210,3
209,103,24,123,3
222,131,129,76,3
245,221,104,240,3
381,347,289,430,3
79,148,118,498,5
216,161,102,86,3
243,160,54,180,3
209,137,117,177,3
264,193,86,139,3
204,160,80,188,3
475,266,458,260,10
212,152,173,151,3
338,249,143,225,3
119,63,33,576,5
259,115,164,240,3
329,233,167,206,3
232,179,177,202,3
342,272,160,224,3
200,124,107,207,3
228,141,126,232,3
467,414,325,475,3
451,320,411,330,10
161,71,107,153,2
148,123,48,65,2
268,218,134,263,3
426,120,342,263,0
214,217,147,341,3
238,204,144,84,3
257,425,301,654,1
130,37,1,318,2
325,290,227,269,3
255,196,124,160,3
199,159,80,219,3
256,208,141,223,3
244,110,105,208,3
249,114,103,77,3
561,329,473,242,10
326,153,15,99,3
258,193,91,123,3
249,180,75,186,3
424,355,329,670,1
288,96,369,210,0
242,163,173,176,3
304,237,219,268,3
215,124,122,115,3
174,173,74,200,3
255,216,161,186,3
369,319,250,279,3
508,329,436,269,10
135,73,46,74,2
470,136,356,202,0
225,165,142,63,3
328,69,254,89,0
301,279,233,309,3
123,23,22,528,5
216,162,124,148,3
298,232,174,270,3
254,207,145,73,3
240,153,5,170,3
336,272,148,399,9
194,183,104,105,3
200,153,136,24,3
121,97,393,371,8
285,143,6,21,3
485,379,345,760,9
56,121,95,182,2
240,134,54,202,3
112,112,117,91,2
125,111,466,125,8
298,274,227,243,3
118,140,84,144,2
303,43,175,68,0
286,417,338,575,1
257,177,152,51,3
151,74,34,215,2
142,56,8,320,2
231,80,114,162,3
270,212,185,257,3
324,223,167,243,3
446,447,373,630,1
259,90,255,180,0
252,250,167,702,9
270,183,159,198,3
278,201,73,165,3
87,367,305,648,6
225,160,101,272,3
232,172,164,212,3
352,163,336,184,0
192,378,337,678,6
177,133,16,313,2
350,273,238,288,3
300,291,262,345,3
250,227,198,263,3
386,298,373,311,10
398,322,397,329,10
302,208,72,136,3
179,140,109,65,3
268,178,165,155,3
326,62,315,13,0
250,185,160,128,3
265,160,91,156,3
457,392,346,370,3
257,217,176,234,3
361,276,172,258,3
284,151,99,164,3
301,249,227,156,3
103,291,263,537,6
236,156,124,195,3
247,162,193,136,3
202,168,90,145,3
242,93,85,185,3
439,92,408,120,0
87,377,252,622,6
166,140,94,408,5
273,154,196,177,3
221,156,155,228,3
454,388,304,398,3
177,402,327,636,6
388,28,436,2,0
432,354,409,516,9
332,282,261,402,3
326,117,301,186,0
401,316,279,346,3
234,212,168,65,3
246,225,126,210,3
245,225,222,269,3
406,341,284,334,3
219,111,18,60,3
302,239,76,250,3
412,325,285,236,3
230,198,125,225,3
254,160,80,198,3
315,282,217,274,3
58,39,364,169,8
222,159,85,235,3
437,396,303,705,1
273,109,246,126,0
253,175,55,168,3
326,239,179,305,3
245,228,178,241,3
383,465,348,710,1
250,196,161,82,3
225,164,130,381,3
468,400,497,659,9
244,197,185,251,3
183,295,107,230,9
302,232,228,68,3
299,228,122,202,3
415,558,528,848,1
285,188,149,94,3
414,305,245,323,3
268,13,226,136,0
467,414,470,713,1
288,236,200,307,3
109,273,64,569,6
379,32,226,68,0
226,150,131,120,3
193,197,157,80,3
332,218,170,223,3
185,135,18,92,3
300,155,187,184,3
471,434,420,730,1
149,387,352,640,6
207,157,105,180,3
327,103,104,63,3
116,426,225,668,6
417,106,338,245,0
221,166,128,160,3
289,135,119,72,3
139,108,8,222,2
361,300,205,242,3
290,209,117,266,3
217,153,139,218,3
190,177,122,69,3
226,146,109,114,3
255,256,132,288,3
193,112,21,221,2
252,217,89,176,3
284,133,239,240,0
156,314,341,646,6
433,383,329,428,3
451,370,289,362,3
83,123,186,500,8
276,184,106,210,3
134,100,38,611,5
198,146,196,147,3
400,323,359,363,10
219,150,134,187,3
410,320,257,327,3
159,236,210,616,6
224,186,137,215,3
265,206,112,217,3
352,98,344,318,0
256,197,107,97,3
238,157,127,248,3
210,136,127,92,3
110,282,303,651,6
417,396,549,651,9
463,228,436,233,10
366,308,244,306,3
255,145,167,92,3
229,198,105,173,3
284,272,207,296,3
386,229,354,314,10
301,198,111,47,3
366,298,241,323,3
169,139,142,676,5
273,237,114,248,3
357,425,335,645,1
253,187,147,210,3
377,341,288,310,3
367,316,277,330,3
236,223,153,209,3
144,101,128,151,2
246,188,183,93,3
227,208,39,192,3
139,382,276,658,6
119,103,57,257,2
252,154,54,173,3
307,268,230,177,3
125,87,26,245,2
106,148,67,456,5
190,135,87,174,3
